userID,productID,rating,label,date,review,sentiment label
125284,1814,1.0,-1,2014-01-31,"I threw up in my mouth just thinking about this place.  I love traveling to New York, I live in Chicago so I like to bounce over there from time to time to see friends. I enjoy walking around the Village and Manhattan/Chelsea area.  My friend was boasting about this place telling me ""ohhhh please we have to go there it's so awesome.""  I am unsure what planet he lives on for liking this  Anyway I wanted a snack before dinner.  So I ordered some apps.  I barely even ate my food because it really did not taste well.  What I mean by this is undercooked fish and some kind of bread mixed with something that tasted like cat shit.   We were sitting at the bar so I was hoping the dumbass bartender would have said ""How is everything?...""  Anyway he did not.  This is my fault I should have probably said something but I did not want to embarrass my friends etc.  I am very polite so I would have been nice but still I just did not want to be ""that girl.""  Anyway needless to say next time I am in NY I will not be hanging here. There's far too many other pubs and great places to go in this area and everyone and their mother knows that.",0
125285,1814,1.0,-1,2013-11-11,"The food is NOT WORTH the 1 hour 15 minute wait for a table, and then almost an hour for the food to arrive. How long does it take to make hash and a Cuban sandwich? If crowds make you think the food is really good- go for it. I guess it makes good business sense to have people order lots of drinks while they wait and wait for a table or food while cheery smiling wait staff promise it will happen. Otherwise, stay away. Better food and drinks can be had at other solid restaurants without the hassles and hyperbole at 1/2 the price.",0
125286,1814,1.0,-1,2013-11-11,"For lunch on November 1, my wife, son (25), and I dined at the SP.  If you don't mind waiting an unreasonable length of time and seeing diners who arrived after you being served before you,  this is the place for you.  While the atmosphere is edgy / casual, it's no excuse for the lack of an expediter in the kitchen.  Never again.",0
125287,1814,1.0,-1,2013-07-04,"I live around the corner from the Spotted Pig and have been going for years and have enjoyed myself every time , until last night. It was raining cats and dogs outside so I left my friends at home while I ran down to put my name down since I knew there would be a wait. When the hostess asked if we were all there I said yes the rest are just up the street. She then got really nasty and in a patronizing voice asked if all four were 'in the building' as if she had to spell it out for me. I felt like I was in line to order a Big Mac at the MacDonalds, I have been treated better at the CVS around the corner, not to mention the Starbucks. Needless to say I didn't dine at the Spotted Pig that night and have no intention of making that mistake again. When you pay that kind of money for dinner you really do expect a certain level of courteousness from all the staff.",0
125288,1814,1.0,-1,2013-06-14,"I've lived in NYC for a year and have heard great things about the burger here.  The burger is bread, a huge piece of meat, and roquefort cheese. The two other people I went with also ordered the burger for the first time.  We all agreed that we would never order it again.  The cheese is entirely over-powering.  Do not order the burger, unless you love smelly cheese.",0
125289,1814,1.0,-1,2013-04-15,"I know TSP is such a cool place and all that, but being in the hospitality business myself for years, no place is cool enough for a bartender to treat people with such jackass manner. There's a reason they call it the hospitality business, and last Tuesday on the second floor, the gentleman behind the bar with the sleeveless shirt put a a whole different meaning to it! I apologized for wasting his time cause he apparently got so annoyed that I asked for a drink (apparently I got the whole bar thing mixed up) and left the place. And until a spotted talking pig comes knocking on my door, I will not be going back there anytime in this century.",0
125290,1814,1.0,-1,2013-04-13,"Unbelievable - such a disrespect - April 6 2013- I went there by 3pm and a guy, the hostess says that We have to wait ONE hour, We are party of tree. It was very weird because We could see one free table for 4, another for 3 and the last one for 2 on the first floor, at least 9 seats available. Then, I go to the restroom on the second floor and I see others 8 seats available, 3 & 3 + 2. WE WASTED 40 minutes looking one table for 4 available on the first floor and decided to kindly ask again what's is going on? They told us that's because They were calling a few clients numbers and waiting them to come from their houses??? because They've a reservation. THAT MEANS the spotted pig PASS OVER a real client to wait a virtual client. I'll never be back and I won't recommend at all.. If you were really full we wouldn't mind waiting one hour having beers.",0
125291,1814,1.0,-1,2013-02-25,"Well my first time there was not pleasant !, the folks in front of us had been waiting for over 1 hour , the service was terrible at the bar , the bartender was rude and had no customer service skills ! We ordered a steak and ask for it medium and the bartender told us he will have to check with the kitchen , he wasn't sure if they could do it that way ?, really ?, waited 45 min , no food ?, needless to say we canceled the food and left , they made us feel like they didn't want us there, I would hate to think that they were bothered by our skin color ?, isn't all money the same ?",0
125292,1814,1.0,-1,2013-01-16,Wow !! Over an hour to get food !!! Great atmosphere but really does not deserve a Michelin star !!!,0
125293,1814,1.0,-1,2012-10-07,"First visit to The Spotted Pig tonight.  So disappointing.  Service was extremely slow.  The food was just so so.  The scallops were overcooked.  The vegetable plate - which was very important to me, as both my daughters are vegetarian, was a pile of overcooked beets, onions, garlic & greens. Pork rillette was just so so! We decided not to order the pork belly as I make this a lot at home!  Maybe we should have!  I don't think we will go back.",0
125294,1814,1.0,-1,2012-09-30,"Great food, lousy service and even worse patrons. My wife and I have been promising to dine at the spotted pig for some time  and finally made it last night. Per usual, a two hour wait during rush hour but we stuck it out and were seated upstairs in slightly less than the estimated 2.5 hour response from the hostess. The pretentious group of young women seated next next to us completely ruined what could have been a great meal. The hipster waitstaff was slow and unattentive throughout the entire meal. When the girls next to us became unbearable and even the wait staff noticed how obnoxious they were, all we got was a shoulder shrugg and a half hearted appololgy. Not worth the 2 hour wait, Not worth the 20$ burger, Not ever again!",0
125295,1814,1.0,-1,2012-09-01,"A disappointing experience. Salty food, minuscule portions, no ambiance. Backless chairs & tables designed for kindergarten crowd. Staff was okay. Went away hungry. Pork belly entree was the size of an appetizer. Just thought it would be better for the price. Will never go again.",0
125296,1814,1.0,-1,2012-05-27,Staffed by pimple poppers and misfits with no manager in site. The food is as good as bar food should be except double or triple the price. Same goes for drinks.,0
125297,1814,1.0,-1,2012-03-28,"TERRIBLE. My experience was horrible. It wasn't not the long wait in line. It was the service. I wanted to order a burger after all the food came because the portions were smaller than we had expected. The portions were small like at a high-end restaurant and the prices are very similar to a high-end restaurant. All of this is fine. I can accept. But the waitress said ""I can't add on anything else after food comes. It's our kitchen policy. And the burger takes an hour."" Then I said ""I have an hour to wait."" The reply i got was ""We don't have an hour to wait because we have people waiting an hour and a half for a table. Plus you didn't order much."" Wow wow, what is that suppose to mean? She didn't mention that they don't do additional orders when we first ordered our food. It's not my fault Spotted Pig doesn't take reservations and don't take additional orders, both criteria that almost ALL mid-range and high-end restaurants have. I've never had such an obnoxious service in my life. I felt I wasn't welcomed there and the waitress just wanted to kick us out. This place is more like a pub service. First come first serve basis. People come in, eat quickly and get out. I , but there are many places with good food. For the prices they have, I can do fine dining at a more comfortable restaurant with high-quality food and service. The most important thing is i can sit for 2 hours and would still feel welcomed. At Spotted Pig, it's not a place for dates or sports games or relaxing dinner. It's over-rated.",0
52033,1814,1.0,-1,2012-01-19,Don't get it.  The food is quite bad and service leaves much to be desired.,0
125298,1814,1.0,-1,2012-01-04,"Roquefort on a beef patty has existed for about a millennium. It is essentially peasant food, pioneered in Ile de France and transferred to the UK during the Norman invasion. So I don't quite understand how anyone can deem this dish ""innovative."" It is the culinary equivalent to reinventing the wheel. ANYONE can make a high-fat burger heavy on the garlic on thyme.  Now, for some reason it is some kind of culinary chimera we have to pay $17 for. This is insulting. If this is where foodie culture has gotten us, we should all be ashamed.",0
125299,1814,1.0,-1,2011-11-07,It was a quiet Tuesday lunch at the restaurant we waited and waited and waited finally a server acknowledged us not particularly friendly. Would not substitute chips for my fries no big deal. Well we waited to order and had to wait another 45 minutes for food to arrive. Chips were to die for rest of food wad okay. Coup de grace was the indifferent service did not feel like a customer felt like an intruder. Will not be back. It seems attitude has got ahead of itself at this place.,0
125300,1814,1.0,-1,2011-09-17,"LAME.  The food was overpriced and repulsive.  The scene was lame.  Bridge and tunnel.  Jersey Shore.   If you want a genuine cool spot, search elsewhere.  If you want a boring scene with ugly people and pretentious yet distasteful !",0
125301,1814,1.0,-1,2011-07-21,"Went there last night to have dinner. The service from the get go was sub-par AND rude. After they ran my credit card, they brought back the credit card receipt without my credit card. They claimed it was in the check presenter they placed on the table and that I was the one who lost my own card. Ridiculous!!! How could I have lost my own card when I relinquished it to the waitress and didn't get it back??? After all of this rudeness, I still remained calm and waited about 15 minutes to see if it would turn up. Nothing. They never called to apologize. I've definitely lost my appetite for this place.",0
125302,1814,1.0,-1,2011-03-28,Wished I'd had the chance to try it but was turned off by the rudeness of the maitre'd!,0
125303,1814,1.0,-1,2011-02-06,"I don't get why people love this place! I thought it was crowded, dirty, grungy, and the food was either weird (tons of strange UK dishes that were not at all appetizing even to this total foodie) or just average and not worth the enomrously long wait. So many better places to get a burger in NYC.",0
38349,1814,1.0,-1,2010-10-10,"So every now and then you go to a place that riles you enough to say ""shit, I need to let people they know they do this"". I'm pretty sure every new yorkers had this. And this is mine. So if you want me to believe your ""evil bar"" story, believe mine. This place definitely has good food. Drinks can't go wrong, but are like any average bar. But service. Oh the service. They almost yelled at us. We yelled back. They leaned towards being almost racist. They probably got a high on that. We gave them their due back. It wasn't fun. But it was what it was. Me, my friends, we're never going back. I hope they burn.",0
125304,1814,1.0,-1,2010-09-06,"Worst dining experience of 2010.  I went for brunch on Labor Day and was treated to the worst service of the year.  Food took about 45 minutes to come out and our waiter was more or less nowhere to be found.  We ordered a burger and two poached eggs.  45 minutes!?  When the food arrived finally it was a buttery, salty fiasco.  Totally overrated.  The girls next to us found a hair in their french fries and had to wait about 20 minutes for a new order to arrive----and that was only after they caused a stink about the whole thing.  First and last time for Spotted Pig.",0
125305,1814,1.0,-1,2010-08-02,Shockingly rude waitstaff.  This place is not worth the aggravation of dealing with waiters who cannot be bothered to be gracious or helpful. The burger is nothing special. Incredibly oversalted and undercooked.  I felt terribly sick the next day.  I'm considering calling the health department to complain.,0
125306,1814,1.0,-1,2010-07-30,"What's all the hype about? The food is nothing special at all. Very limited choices and very heavy handed with the seasoning.  I would have liked the fries if there hadn't been an entire bush of rosemary in them.     Too bad I wasted an hour of my life that I will never get back waiting to get in to this place. Also, the place needs a change in waitstaff. The gentlemen upstairs are incredibly rude and have no business being in customer service.",0
125307,1814,1.0,-1,2010-07-30,"This place is terrible.  If you enjoy an incredibly rude waitstaff then this is the place for you.  If you prefer a pleasant dining experience then stay away.  I would never go here again.  The waitstaff are too busy socializing amongst themselves to pay any attention to your order.  If you ask them a question about why they forgot to bring something to you expect a major attitude. Also, everything was incredibly over-salted. The burger was almost inedible.  The Black Label Burger at Minetta Tavern is better by leaps and bounds.",0
125308,1814,1.0,-1,2010-07-30,"Not only was all the food over salted but the service was horrendous.   When I asked the waiter why he hadn't told us that they had any specials he copped an attitude with me and told me it was my fault because a member of our party was in the bathroom when we ordered. This doesn't even make sense. And when  I told him that I didn't appreciate the way he spoke to me and he told me that I should be happy with the service I got.  I was simply shocked. I never complain in restaurants but no one has ever spoken to me like that.  Although the manger apologized there was no concession when the bill came and moreover he overcharged us for drinks. For the money they are charging I would never go here again. I love to go to nice places but the Spotted Pig thinks that they are so hip that they can dispense with customer service. News flash- when I go out to a nice dinner, I expect the entire meal to be enjoyable including a waitstaff who wants to give the diner a pleasant dining experience.  If you make a mistake own it- don't blame the customer. Incredibly unprofessional.",0
125309,1814,1.0,-1,2010-07-08,"Food was good The atmosphere was nice too The only issue I had was the service I've order a bottle of chateau neuf Du  pape, the first bottle wasn't good at all so they changed it, the second one was very flat, when I call the waiter he says he was getting the manager to come at the table . The manager came and told me that my palate was probably off tonight So I've had to stay with my bottle if wine That had ruined all my experience there Won't recommend at all",0
125310,1814,1.0,-1,2009-11-29,"We heard so much about this place for so , the liver and toast reminded me of my grand ma, the beer on tap $3 each, one swallow and they where  by the window got stuck with the 16 inch high , not because of the decor or charm of the room which is shavy but trying to be authentic but misses by a mile, but because it was full of foreign tourist trapped at a quaint restaurant with what they think is great american , a bit bland but served well on a toasty 't be coming back ",0
125311,1814,1.0,-1,2009-11-09,"We had really high expectations for this place after hearing about it and reading the ""great"" reviews. Last Friday my wife finished up a fun off-off broadway show nearby and we headed over to the PIG with cast and friends, expecting a good 's about 11:30pm or , we were treated to a show by the hostess who rolled her eyes twice at my wife and I . The hostess wouldn't even speak with us, she just walked , got off the phone and proceeded to let us know that it would be an hour and a half before we got a table, and maybe an hour wait, if we decided to split our group , too crowded, overrated and pretentious for my tastes. I will advise all of my friends etc to skip it!",0
125312,1814,1.0,-1,2009-10-14,"don't go unless you want your burger bleeding rare or hockey puck overdone covered with blue ""do not do substitutions"" and couldn't be ruder when telling you. worst experience in new york!",0
125313,1814,1.0,-1,2009-08-14,"We ate here after hearing good reviews from friends. After waiting an hour and a half, the food was just mediocre, the tables were uncomfortable an crammed together.  You sit on low bar stools with no back to them so not the most comfortable chairs.  The staff was young, rude, and arrogant.   The dirty martinis were pink with kalamata olive  The waitress didn't warn us about the unique flavor and when I went to ask to speak to a manager, the host dressed in a T shirt and sneakers (who was no more than 20 years old) claimed to be the one in charge.  He was joined by a waiter who argued with me and said the martinis made them famous on TV I wasn't looking for money back, just warning him that the servers should explain that the drink is not what you expect.",0
49341,1814,1.0,-1,2009-05-31,"The space occupied by The Spotted Pig is decently furnished but hardly anything memorable. It at times reminds me of a generic Paul Smith location. At the door, I was ignored until one of the rude staff members noticed me and directed me to a table. Although there were plenty of tables available, he showed me to a tiny one located right in front of the kitchen (and hence uncomfortably noisy). Over the course of the meal, I came to the conclusion that the Spotted Pig only hires employees who are slow, surly, and seemingly hard of hearing. Service was, in other words, absolutely atrocious. I ordered the chargrilled burger & shoestring fries because that is what they're supposedly known for. It arrived after 40 minutes and was not at all impressive. The meat tasted funny and the fries were almost impossible to eat (a mess). Leaving most of the burger untouched, I paid the tab and could not be happier to leave. In a nutshell-- don't believe the hype and STAY AWAY!",0
125314,1814,1.0,-1,2009-02-19,"Been here twice and the food was a huge disappointment. Chicken liver toast was OK, nothing special and passable as an easily forgettable hors'deurve at a cocktail party. The burger was terrible - way too salty and oily. The quality of the meat itself was good, but roquefort just overpowered any sense of that with its brininess. It was nearly inedible. BTW, I love blue and cheese and I love hamburgers but this burger clearly missed the mark. Also, the fries were ice cold (problem with very thin shoe string fries in general) and way too salty as well. Corner Bistro for 1/3 price any day of the week and you won't be disappointed.",0
125315,1814,1.0,-1,2008-12-15,Go for a pint but definitely not for the food. We have put up with the long table wait a few times now and each time we order the burger which comes out WAY undercooked. This time was the last for me as I ended up with the WORST food poisoning of my life after going there on Saturday.,0
125316,1814,1.0,-1,2007-10-03,"This place is pathetic -- I would give zero stars if it was an option. They can't (or won't) even pull off a Burger King ""have it your way"". I went with two friends on a Monday night around 11. There were only a few people there, mostly at the bar. One of my friends wanted onions on his burger, but the waitress said they didn't have any. He persisted and got the waitress to admit that they had shallots. He asked to have those on his burger. She went to the kitchen to see if that was ""possible"". She came back and said they wouldn't do it. Then he asked for mayo on it, and she said they never have mayo in the place. We left.",0
125317,1814,2.0,-1,2014-11-24,ok place that seems a bit overrated. i think the tourist really tend to blow this place up.   overpriced food and drink on a side street in the west village good for a visit but don't believe the hype.,0
125318,1814,2.0,-1,2014-11-23,"Awesome gnocchi, but the wait is of course, atrocious, and seating is cramped.  Honestly, I think the real draw of this place is it's name and reputation, but there are other, far less expensive restaurants all over Manhattan.  Only go if you are truly determined to say ""yes I've been there.""",0
125319,1814,2.0,-1,2014-11-21,yes.  Disappointed.  Nude gnocchi way too salty as were other dishes ordered by friends.,0
8981,1814,2.0,-1,2014-11-17,"Salt Alert Greeting- a women just stood there and smiled. I didn't know if she worked there or was hitting on me. The hipster behind the podium had nothing to say Vibe- Alice in wonderland meets the hobbit Price- expensive Bathroom- unisex - failure Service- friendly table turning bandits Parking- after six pm the street opens up Wine by the glass is a rip off. And the poor selections make this one of the worst wine by the glass choices in the city. $16 Beckman Cab Sav Food $21 burger with shoestring fries. The cheese overwhelms the burger. Poor choice of cheese. The bun is great, the beef is ordinarily tasty. It looks better than it tastes. Cross hatching on bun and an abundance of shoestring fries make this dish too pretty to eat. Dessert Banana toffee pie is too sweet. Flourless chocolate cake is a cliche WIGB? No Talk about over rated. This is it. You are packed in at cafe tables with mushroom stools to sit on.  The bar has a limited amount of stools. Why this place has global recognition I do not know. Anyone who waits to get i here is crazy. The burgers were so salty tonight that they would make a fish's lips shrivel. If you threw one of these burgers into the Hudson River it would turn into the Dead Sea. Another typical example of over salted restaurant food. We have sodium sickness. The famous reviews about this place are. Once again BS. $109 for two burgers, two glasses of wine,one beer and two slices of pie. Crazy!",0
125320,1814,2.0,-1,2014-08-31,"I'm honestly not sure what all the hype is about The Spotted Pig. The staff was pleasant enough, but it felt like I was waiting for my food for years. Ages. Millennia. Who knows, maybe they were having an off night but after having to wait for a table it just felt ridiculous. The food was pretty good, but there are plenty of other places that somehow manage numbers and timing more gracefully.",0
125321,1814,2.0,-1,2014-08-21,"Nice looking funky spot with an upstairs bar, but surely over-rated by the people who crowd into that spot every night. They had a good IPA on tap, but the signature burger had a sharp skunky cheese on it that was less than adept, and the shoe string fries, though nice with the rosemary, were so small that it was impractical to eat. Oh, yeah, and overpriced no doubt. Burger was over $20 and like I said was not good. I'd suggest that the place revamp and recharge or get out while it's still somewhat cool.",0
35703,1814,2.0,-1,2014-05-22,"Contrary to popular belief, the burger is nothing special.",0
125322,1814,2.0,-1,2013-10-16,This place is pretty over-hipped. I've waited 2 hours to get a table here and then 2 more hours to get my food. There are other great restaurants in New York that are a better deal for your wallet and your time.,0
125323,1814,2.0,-1,2013-03-07,"I was surprised how disappointed i was with this place. I assumed the good word and long lines would lead to something worthy of either. What I found was a cheeseburger that was too greasy, cooked incorrectly and lacking anything memorable. Bareburger is half the price and SIGNIFIGANTLY better in all seriousness. We also had a fish item which was as honestly as I could say, just fine. The seating is tight, the crowd is nerve-gratingly 'cool' but I can say the space has character, even if the food doesn't.  I could best describe this place like a Louis Vuitton hand bag.  Everyone (in certain circles) wants one, the price is too high, those people need to be seen with one, but at the end of the day, it is just a bag with a bunch of weird L and Vs all over it posing as a $2000 superbag without any of the merits to warrant it (not that the place is outrageously expensive, but my point should stand), if you want bbq go to bluesmoke, I guarantee you better food at either.  So, in conclusion, other than the 1 in 1000 shot of seeing Jay-Z, too much hype, not enough substance.",0
125324,1814,2.0,-1,2013-03-05,"People may have a different experience, but I left pretty dissatisfied. I came here with my girlfriend because she saw it on TV and we heard great things. We started off by waiting an hour which we expected given this place's popularity. The waitress came to take our order and to be honest was pretty rude, and the whole ordering experience was a bit awkward. We ordered the lamb, but they said it would take btwn 45 mins to an hour to cook. We were in a little rush, so we decided on the bugers instead. The burgers , but I'm not here to say their food was bad, just not our taste. My biggest problem was that the staff seemed rude and I felt burned after spending $20 on a burger and not liking it. Bottom line, I wouldn't reccomend or go there again.",0
125325,1814,2.0,-1,2013-02-13,"Eh, this place was 't want to pay $20 for a burger! I ordered deviled EGG with emphasis on $4. It was probably the worst deviled egg I've ever ! We waited for a good 2 hours to get in to this , in my opinion, was 10 times ! Initially when we put our names in they said 45 (I will say the neighborhood is probably the only thing I liked about the spotted pig.) We came back about 45 minutes ! I will not be back!",0
125326,1814,2.0,-1,2012-09-02,"This place is so overrated and overpriced.  Yes, Overpriced.  Bring your money and go somewhere else.   I really have a hard time to understand where the good reviews come from.  We ordered the burger and french toast, the burger was $20 (cost is $3 the most) and the french toast with blueberry sauce was $15 (cost is $2 the most), the price is not justified because the rent should not be expensive and the decoration is ancient.  Besides the ridiculous price, the service is average and took them 25-30 mins to bring us the food.   I was on my way out the door not to prolong the suffering from the wait , but the food just came across us so we went back to our table and eat them while we were starving. Whoever wrote good reviews of the burger, I encourage to think again that you just paid $20 for a burger that does not even come with tomato and lettuce.   A burger from Shake Shack is tastier at a fraction of the cost.   If you look for burger,  read this review from cbs.   … I could not find any good words to describe this place, service: 2, food: 2.5; decoration: 2; price: 1.  Meh ",0
92437,1814,2.0,-1,2012-07-11,"We had a party of 6. The hostess was really helpful and honest in how long the wait was going to be. She told us it would be at least 2 hours and that she would gives us a call when there is about 30 minutes left. She was great. That's where the good experience ended. We waited for about 2-2.5 hours to get a table. When finally getting to the table, it took awhile for the server to take our order. Once she did it took more than an HOUR for our food to arrive and we only ordered burgers. We asked our server 3 times about the food and she just said, it will be just another minute or so. A couple of people in our party decided to leave because the food was taking so long. We asked to speak with the manager (who never came) rather someone told us they would charge us for only four burgers rather than the 6 and that it was a full restaurant. That's not compensation- that's a given. We asked to have them packed. We let our friends know the food finally came out so they came back to the restaurant. They came back to the restaurant but one person in the party asked for medium and the burger came out raw. With everything that happened, she didn't want to wait any longer and she sent the burger back not wanting anything else. When we got the bill, we were charged for 5 burgers even though they said we would only be charged for 4. We asked to speak with the gentlemen who told us we would only be charged for 4 and he said since they came back and ate, he had to charge us and there was nothing he could do about it.   We went to this restaurant because we heard it was good. When you hear about a good restaurant, you're going to be full more often than not. So to use that as an excuse as to why our burgers were taking more than hour is not acceptable. The manager never showed up and even though they knew our food was taking a long time, no one ever apologized or offered any compensation. I'm giving it two stars because the burger was decent, but not worth the wait or the attitude we got from the employees.",0
125327,1814,2.0,-1,2012-07-04,"My first time visiting New York I had dinner at The Breslin and had a terrible experience.  Nonetheless I had heard good things about The Spotted Pig, and I thought I would give April Bloomfield another shot since I know she is so respected.  We had no issues being seated, they actually even extended the lunch menu for us even though we were seated after 3 pm (the usual cutoff for lunch). We had the chicken liver toast, which was good, even though it's hard to get through that much liver sometimes.  My real problem was with the entrees. My girlfriend had a dish that was 16 dollars and literally consisted of about 6 thin slices of speck and about 6 or seven roman (tiny) artichoke hearts.  It was average at best. My 20 dollar burger was good, though the Roquefort was a little bit overpowering.  And though the shoestring fries were good, they did not make up for the price of the slightly above average burger.  My two other friends ordered Cuban sandwiches which they said were good, but a little dry.   Service was ok, though a bit Inattentive at times.  The atmosphere is very laid back, which was nice.  In the end though, the food disappointed and was overpriced.  I hate to say it, but this place defines overrated.",0
125328,1814,2.0,-1,2012-07-01,"New York is the only place that people think that the food is great when you pay lots of money for this.  $20 for a burger and fries are you kidding me.  I have read all of these reviews where people rave about this place.  To me, it's the king with no clothes. I've worked in the food business and know what things cost.  There is no way any burger unless, it's topped with gold leave should cost $20 big ones. Give me a break.  If people would say no to outlandish food prices maybe the owners would get smart and make their prices more realistic.  They act like everyone in the city works on Wall Street and makes 200 grand a year.  How about a break for us poor working stiffs.",0
125329,1814,2.0,-1,2012-04-06,"We made sure to get on the wait list at 5pm Wed for a table at 8:30 that same night.   We were lucky we had to wait only 20 minutes. . Most everyone who came in for dinner had to wait 90 min, but I must say the woman at the desk was incredibly patient and very polite with everyone.   We had a great table, and the food was wonderful. But not so wonderful in terms of being so over priced.  The entrees are basically the meat or the fish with some beautifully prepared sauce. But if you want anything to side with it, you have to order that separately.  We ordered the bass, the skate, the skirt steak and the burger. The fries were so-so, the fish was terrific , the burger was kind of ordinary. However, except for the big pile of fries with the hamburger, the main dishes came with  a lot of bare dish i. At  $32,. No sides. They are extra at $8 apiece.   The portions are artfully  presented with wonderful sauces, but so small most of us  wound up eating a lot of bread - the olive oil served with the bread is amazing.  The ambiance is nice - little pigs everywhere, and the wait staff is friendly, and well trained.  But the noise level especially with the ceiling made of tin, and the pipes is so loud that it was very difficult to have a conversation. Thus the reason for the two stars  - basically that for each wonderful experience, there was a downside.  Tasty food, but small portions and way overpriced.  Friendly earthy sweet decoration, but terrible noise level, friendly well trained staff but because of the crowds, very over burdened.  I am glad I tried the Spotted Pig, but I won't be returning.",0
103709,1814,2.0,-1,2011-09-29,I don't understand what all the hype is about??  I love rustic but the decor feels dirty not old and cool.  Unfortunate for them I am not a fan of string fries with my burger so maybe I'm the wrong person to ask but I was disappointed.,0
